TIMESTAMP,IP_ADDRESS,PROTOCOL,BYTES_TRANSFERRED,STATUS_CODE,USER_AGENT
2015-01-01T00:00:00Z,217.234.90.204,UDP,4636138,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-01T11:00:00Z,234.38.130.254,SSH,1346760,502,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-01T12:00:00Z,78.127.249.112,SSH,2170054,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-01T13:00:00Z,88.102.113.90,HTTPS,2730180,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-01T14:00:00Z,238.184.59.246,TCP,211092,500,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-01T15:00:00Z,145.96.106.68,HTTPS,1260077,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-01T16:00:00Z,131.14.171.71,HTTPS,3314059,502,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-01T17:00:00Z,147.120.238.244,TCP,1848281,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-01T18:00:00Z,18.102.18.130,SSH,2736992,502,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-01T19:00:00Z,25.228.61.185,TCP,3745447,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-01T20:00:00Z,86.203.209.101,TCP,3602527,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-01T21:00:00Z,26.60.37.89,TCP,2718789,502,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-01T22:00:00Z,76.81.206.1,SSH,1017311,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-01T23:00:00Z,227.74.19.238,UDP,673840,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-02T00:00:00Z,237.90.14.246,HTTPS,1065323,404,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-02T01:00:00Z,186.217.175.220,TCP,3979478,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-02T02:00:00Z,29.168.85.182,UDP,1804298,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-02T03:00:00Z,183.232.237.57,HTTPS,2041346,500,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-02T04:00:00Z,37.192.217.151,TCP,4771601,502,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-02T05:00:00Z,245.76.245.255,UDP,976244,500,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-02T06:00:00Z,67.207.90.37,HTTPS,2703388,403,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-02T07:00:00Z,180.232.62.4,SSH,4796303,500,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-02T08:00:00Z,150.52.10.205,SSH,3667167,403,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-02T09:00:00Z,161.157.11.222,HTTPS,2381041,403,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-02T10:00:00Z,183.162.136.216,TCP,2028054,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-02T11:00:00Z,252.235.202.212,TCP,1164426,502,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-02T12:00:00Z,205.10.176.216,HTTPS,3159721,403,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-02T13:00:00Z,42.87.170.174,UDP,4413592,502,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-02T14:00:00Z,35.36.162.145,SSH,4596940,500,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-02T15:00:00Z,64.84.88.87,TCP,4373177,403,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-02T16:00:00Z,119.5.43.157,TCP,4760180,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-02T17:00:00Z,72.92.132.163,TCP,2748237,502,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-02T18:00:00Z,193.134.6.245,SSH,2357560,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-02T19:00:00Z,78.69.198.77,SSH,2372553,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-02T20:00:00Z,89.53.98.173,TCP,4469145,403,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-02T21:00:00Z,100.149.59.133,UDP,50254,404,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-02T22:00:00Z,203.9.136.51,HTTPS,3601139,403,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-02T23:00:00Z,232.38.219.111,TCP,3602000,502,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-03T00:00:00Z,241.29.102.148,HTTPS,4299348,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-03T01:00:00Z,75.138.158.126,HTTPS,3065248,500,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-03T02:00:00Z,193.188.111.166,HTTPS,4286358,502,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-03T03:00:00Z,67.114.228.132,HTTPS,1456265,502,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-03T04:00:00Z,232.192.32.55,UDP,3135767,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-03T05:00:00Z,133.93.126.17,TCP,4476146,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-03T06:00:00Z,20.124.121.126,HTTPS,4352539,500,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-03T07:00:00Z,73.53.238.223,TCP,318806,502,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-03T08:00:00Z,177.180.109.136,SSH,1898997,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-03T09:00:00Z,16.169.26.150,UDP,2112202,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-03T10:00:00Z,86.92.238.221,SSH,253406,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-03T11:00:00Z,40.42.54.229,HTTPS,4547237,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-03T12:00:00Z,209.13.83.133,HTTPS,4931489,502,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-03T13:00:00Z,17.74.45.49,UDP,1262522,500,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-03T14:00:00Z,53.199.116.249,SSH,3636254,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-03T15:00:00Z,189.113.114.41,UDP,4202548,403,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-03T16:00:00Z,117.179.83.185,UDP,2372221,404,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-03T17:00:00Z,225.161.181.189,HTTPS,532603,502,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-03T18:00:00Z,134.172.79.91,SSH,467380,500,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-03T19:00:00Z,212.186.162.86,TCP,848931,404,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-03T20:00:00Z,90.39.55.129,SSH,3912972,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-03T21:00:00Z,55.71.88.58,SSH,3001851,404,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-03T22:00:00Z,226.94.113.218,TCP,8127,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-03T23:00:00Z,175.32.67.210,SSH,1070236,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-04T00:00:00Z,209.52.119.21,UDP,1563795,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-04T01:00:00Z,222.25.193.83,SSH,4390665,404,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-04T02:00:00Z,191.100.253.231,HTTPS,1479800,403,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-04T03:00:00Z,208.54.252.198,HTTPS,4979084,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-04T04:00:00Z,48.40.105.116,UDP,2578726,502,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-04T05:00:00Z,174.152.27.129,SSH,1491934,403,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-04T06:00:00Z,76.69.183.10,HTTPS,958710,500,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-04T07:00:00Z,96.110.7.182,TCP,4799963,404,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-04T08:00:00Z,72.64.37.126,TCP,3853082,403,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-04T09:00:00Z,129.213.126.1,UDP,1844993,403,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-04T10:00:00Z,122.187.231.12,HTTPS,76729,502,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-04T11:00:00Z,176.160.93.14,UDP,451985,500,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-04T12:00:00Z,108.77.228.223,TCP,1375296,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-04T13:00:00Z,191.183.120.132,HTTPS,383941,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-04T14:00:00Z,72.35.74.82,UDP,4038286,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-04T15:00:00Z,16.208.19.42,UDP,413901,500,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-04T16:00:00Z,137.45.109.137,TCP,3026896,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-04T17:00:00Z,116.6.170.185,HTTPS,1875746,403,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-04T18:00:00Z,64.189.216.21,HTTPS,3898840,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-04T19:00:00Z,237.197.68.121,SSH,3553455,403,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-04T20:00:00Z,188.117.56.90,SSH,1252923,404,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-04T21:00:00Z,161.44.96.126,UDP,3231338,500,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-04T22:00:00Z,20.110.189.130,HTTPS,3652851,502,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-04T23:00:00Z,118.211.42.96,TCP,718775,404,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-05T00:00:00Z,128.11.208.222,SSH,323872,502,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-05T01:00:00Z,147.159.98.11,SSH,3875126,403,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-05T02:00:00Z,29.33.106.33,HTTPS,2492915,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-05T03:00:00Z,167.242.25.29,UDP,3957723,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-05T04:00:00Z,118.49.92.180,SSH,3995611,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-05T05:00:00Z,226.252.228.1,SSH,2233493,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-05T06:00:00Z,112.251.42.124,UDP,949041,500,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-05T07:00:00Z,245.204.176.69,TCP,4106054,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-05T08:00:00Z,239.67.47.116,TCP,3880552,404,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-05T09:00:00Z,10.217.200.1,TCP,4077877,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-05T10:00:00Z,101.196.147.203,HTTPS,2938386,403,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-05T11:00:00Z,93.134.125.185,HTTPS,4528951,403,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-05T12:00:00Z,240.96.243.234,TCP,963521,404,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-05T13:00:00Z,105.26.197.110,UDP,3443441,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-05T14:00:00Z,168.59.220.184,UDP,4559473,404,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-05T15:00:00Z,160.118.88.224,UDP,4029884,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-05T16:00:00Z,151.68.101.112,HTTPS,800623,403,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-05T17:00:00Z,147.81.125.66,TCP,1906730,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-05T18:00:00Z,67.97.156.215,TCP,4389169,500,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-05T19:00:00Z,112.233.48.245,UDP,816232,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-05T20:00:00Z,35.76.195.196,UDP,3089348,500,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-05T21:00:00Z,32.156.250.152,SSH,1957090,500,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-05T22:00:00Z,9.125.39.52,SSH,4452228,502,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-05T23:00:00Z,248.53.56.98,HTTPS,1752562,404,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-06T00:00:00Z,21.67.192.36,HTTPS,3360740,404,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-06T01:00:00Z,213.1.193.163,TCP,3523521,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-06T02:00:00Z,89.117.65.55,HTTPS,1402246,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-06T03:00:00Z,59.241.121.178,TCP,3464859,403,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-06T04:00:00Z,237.62.104.180,TCP,3366189,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-06T05:00:00Z,194.254.5.58,TCP,3290160,502,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-06T06:00:00Z,254.238.221.165,TCP,4785280,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-06T07:00:00Z,40.200.222.143,UDP,4248922,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-06T08:00:00Z,124.201.187.27,TCP,1988485,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-06T09:00:00Z,157.194.204.143,SSH,3284193,502,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-06T10:00:00Z,39.51.163.212,TCP,1846938,502,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-06T11:00:00Z,45.153.120.166,HTTPS,1316143,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-06T12:00:00Z,164.46.115.69,HTTPS,3392106,500,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-06T13:00:00Z,188.88.215.92,HTTPS,875705,404,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-06T14:00:00Z,142.164.164.8,TCP,511409,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-06T15:00:00Z,114.169.163.75,UDP,4491759,502,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-06T16:00:00Z,205.154.163.230,UDP,813640,500,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-06T17:00:00Z,131.120.45.185,TCP,1161244,500,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-06T18:00:00Z,133.9.112.6,HTTPS,3702417,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-06T19:00:00Z,118.146.108.162,TCP,1673328,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-06T20:00:00Z,251.54.17.154,TCP,3106352,500,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-06T21:00:00Z,199.213.132.67,UDP,3619074,404,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-06T22:00:00Z,166.115.117.105,SSH,4018042,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
2015-01-06T23:00:00Z,147.241.81.85,UDP,1922012,502,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/100.0.4896.127 Safari/537.36
